Boys Enrolled,Complete Primary Schools,Girls Enrolled,Primary Schools with single classroom,Primary Schools with single teacher,All Four Facilities,Any One Facility,Any Three Facilities,Any Two Facilities,Area (km²),Bomb Blasts Occurred,Boundary wall,Building condition satisfactory,Complete Primary Schools,City,Drinking water,Drone attacks in Pakistan,Education score,Educational Budget Spend of GDP,Electricity,Enrolment score,Gender parity score,Global Terrorism Index - Pakistan,Learning score,No Facility,Number of primary schools as % of total schools,Number of primary schools,Number of secondary schools as % of total schools,Number of secondary schools,Pakistan Economic Growth,Population,Primary Schools with single classroom,Primary Schools with single teacher,Province,Retention score,School infrastructure score,Terrorist Attacks Affectees,Toilet,Total number of schools,Year
0.8005,0.866059818,0.1996,0.035110533,0.098829649,0.6133,0.0267,0.2328,0.1077,1748,27,95.91119691,78.64771523,666,Nowshera,80.51608752,19,73.615,0.0262,80.74388674,88.25,69.955,9.37,73.835,0.0195,0.787909836,769,0.212090164,207,0.041,874373,27,76,KP,62.425,85.005,5496,89.22329472,976,2014
0.6646,0.881132075,0.3355,0.028301887,0.090566038,0.6071,0.0275,0.2359,0.1151,1257,27,96.43816254,92.55,934,Peshawar,85.69434629,19,69.96,0.0262,72.43286219,61.32,83.545,9.37,59.055,0.0145,0.76534296,1060,0.23465704,325,0.041,2019118,30,96,KP,75.92,87.955,5496,92.67137809,1385,2014
0.8773,0.630182421,0.1227,0.109452736,0.260364842,0.1521,0.1397,0.2434,0.2725,1586,27,60.56155143,79.945,380,Shangla,38.52023609,19,51.99,0.0262,17.69224283,45.325,62.27,9.37,42.47,0.1923,0.834024896,603,0.165975104,120,0.041,434563,66,157,KP,57.9,52.515,5496,65.84822934,723,2014
0.8274,0.812080537,0.1727,0.064237776,0.123681687,0.7496,0.0175,0.1537,0.0693,1543,27,82.11320755,78.84,847,Swabi,80.89622642,19,52.39,0.0262,82.88679245,56.195,67.265,9.37,45.86,0.0099,0.793759513,1043,0.206240487,271,0.041,1026804,67,129,KP,63.165,82.73,5496,88.91509434,1314,2014
0.7971,0.643013899,0.203,0.111923921,0.24506218,0.4382,0.0836,0.2016,0.1555,5337,27,68.55865103,51.145,879,Swat,54.81964809,19,56.145,0.0262,54.73753666,44.15,70.295,9.37,39.005,0.1211,0.837622549,1367,0.162377451,265,0.041,1257602,153,335,KP,71.135,60.055,5496,70.99706745,1632,2014
0.7915,0.805157593,0.2085,0.031518625,0.163323782,0.4406,0.0583,0.2867,0.2075,1679,27,74.47592068,56.245,281,Tank,49.00283286,19,52.01,0.0262,45.12747875,36.19,70.85,9.37,46.715,0.007,0.813519814,349,0.186480186,80,0.041,238216,11,57,KP,54.295,59.48,5496,72.5509915,429,2014
0.7862,0.616504854,0.2138,0.111650485,0.27184466,0.0127,0.2034,0.1229,0.2246,497,27,65.25118483,26.415,127,Tor Ghar,33.11137441,19,64.5,0.0262,23.23696683,35.27,71.38,9.37,68.495,0.4364,0.872881356,206,0.127118644,30,0.041,185000,23,56,KP,82.85,41.635,5496,60.14454976,236,2014
1,0.690210657,0,0.118959108,0.190830235,0.1802,0.1167,0.2688,0.3,3699,27,81.89724311,85.60893082,557,Upper Dir,69.79949875,19,53.69,0.0262,62.03007519,69.32,39.96,9.37,31.88,0.1344,0.840625,807,0.159375,153,0.041,575858,96,154,KP,73.61,77.175,5496,86.53508772,960,2014
0.5353,0.835680751,0.4647,0.042253521,0.122065728,0.9596,0,0.0404,0,6858,27,94.5034965,85.42688699,712,Attock,96.87762238,19,82.955,0.0262,85.67016317,71.83,96.47,9.37,85.045,0,0.662004662,852,0.337995338,435,0.041,1274935,36,104,Punjab,78.475,89.735,5496,86.18531469,1287,2014
0.5854,0.713119216,0.4147,0.097441481,0.189439303,0.8843,0,0.1157,0,8878,27,88.11507128,91.34473788,1310,Bahawalnagar,99.08350306,19,72.48,0.0262,76.6496945,50.26,91.465,9.37,81.915,0,0.76446109,1837,0.23553891,566,0.041,2061447,179,348,Punjab,66.275,86.515,5496,77.39918534,2403,2014
0.5911,0.752610966,0.409,0.066579634,0.180809399,0.926,0,0.074,0,24830,27,89.74015748,88.21842697,1153,Bahawalpur,98.26115486,19,67.11,0.0262,79.34908137,39.11,90.895,9.37,77.125,0,0.776482514,1532,0.223517486,441,0.041,2433091,102,277,Punjab,61.32,88.43,5496,86.58267717,1973,2014
0.6404,0.836714976,0.3596,0.024154589,0.139130435,0.8996,0,0.1004,0,8153,27,88.62833487,79.61727273,866,Bhakkar,99.17203312,19,69.315,0.0262,79.89466421,55.06,85.96,9.37,79.33,0,0.769516729,1035,0.230483271,310,0.041,1051456,25,144,Punjab,56.91,84.905,5496,77.20469181,1345,2014
0.5625,0.900133156,0.4376,0.015978695,0.083888149,0.9661,0,0.0339,0,6524,27,96.28708134,88.97330317,676,Chakwal,99.40191388,19,85.035,0.0262,89.16985646,78.115,93.755,9.37,84.94,0,0.621688742,751,0.378311258,457,0.041,1083725,12,63,Punjab,83.335,92.925,5496,90.80143541,1208,2014
0.743,0.822097378,0.257,0.052434457,0.125468165,0.961,0,0.039,0,0,27,87.37057221,88.9672842,439,Chiniot,99.45504087,19,67.785,0.0262,88.14441417,54.49,75.7,9.37,73.075,0,0.770562771,534,0.229437229,159,0.041,965124,28,67,Punjab,67.86,87.69,5496,74.51907357,693,2014
0.5822,0.592567103,0.4179,0.206469374,0.200963524,0.7637,0,0.2363,0,11922,27,66.56298049,74.25201604,861,Dera Ghazi Khan,93.65079834,19,66.39,0.0262,57.50975754,53.845,91.785,9.37,61.955,0,0.815375982,1453,0.184624018,329,0.041,2643118,300,292,Punjab,57.985,70.34,5496,59.72738025,1782,2014
0.548,0.868008949,0.4521,0.041759881,0.090231171,0.9609,0,0.0391,0,5856,27,91.71900826,89.35605058,1164,Faisalabad,99.13223141,19,77.995,0.0262,91.9338843,65.055,95.205,9.37,73.335,0,0.576526225,1341,0.423473775,985,0.041,5429547,56,121,Punjab,78.38,91.175,5496,83.7231405,2326,2014
0.5899,0.838209983,0.4101,0.048192771,0.113597246,0.959,0,0.041,0,3622,27,94.23014518,81.07409001,974,Gujranwala,97.56618275,19,76.52,0.0262,84.45217763,70.935,91.01,9.37,62.045,0,0.679929783,1162,0.320070217,547,0.041,3400940,56,132,Punjab,82.09,86.665,5496,76.0059778,1709,2014
0.6779,0.878172589,0.3221,0.023350254,0.098477157,0.9765,0,0.0235,0,3192,27,97.76482213,89.55325329,865,Gujrat,98.36363636,19,75.735,0.0262,94.90513834,67.455,82.21,9.37,76.345,0,0.662407532,985,0.337592468,502,0.041,2048008,23,97,Punjab,76.935,94.085,5496,89.84782609,1487,2014
0.6759,0.693014706,0.3242,0.018382353,0.288602941,0.974,0,0.026,0,2367,27,95.77968527,82.72755659,377,Hafizabad,97.13876967,19,67.815,0.0262,80.97639485,57.465,82.415,9.37,74.555,0,0.744186047,544,0.255813953,187,0.041,832980,10,157,Punjab,56.815,88.165,5496,84.19670959,731,2014
0.6283,0.846805235,0.3718,0.077752117,0.075442648,0.8526,0,0.1474,0,8809,27,86.88482075,84.5636167,1100,Jhang,99.6948894,19,74.405,0.0262,83.43096873,63.46,87.175,9.37,73.93,0,0.78489426,1299,0.21510574,356,0.041,2834546,101,98,Punjab,73.06,86.935,5496,80.09610984,1655,2014
0.768,0.853747715,0.2321,0.02559415,0.120658135,0.9761,0,0.0239,0,3587,27,95.99312715,85.00967168,467,Jhelum,98.21134021,19,67.68,0.0262,89.99484536,55.715,73.205,9.37,76.765,0,0.653524492,547,0.346475508,290,0.041,936957,14,66,Punjab,65.035,89.91,5496,80.32474227,837,2014
0.6013,0.850183824,0.3988,0.033088235,0.116727941,0.9561,0,0.0439,0,4796,27,94.24468085,85.905,925,Kasur,97.16775777,19,73.59,0.0262,84.50654665,62.09,89.875,9.37,73.83,0,0.723885562,1088,0.276114438,415,0.041,1466000,36,127,Punjab,68.58,89.065,5496,83.49754501,1503,2014
0.6027,0.882113821,0.3973,0.029810298,0.088075881,0.9862,0,0.0138,0,4349,27,93.18733154,86,651,Khanewal,98.58490566,19,65.75,0.0262,88.99865229,50.72,89.73,9.37,72.58,0,0.566820276,738,0.433179724,564,0.041,2068490,22,65,Punjab,49.975,90.85,5496,87.4703504,1302,2014
0.7091,0.811267606,0.2909,0.053521127,0.135211268,0.8881,0,0.1119,0,6511,27,90.14524104,81.385,576,Khushab,93.25216316,19,63.215,0.0262,81.80716935,55.425,79.09,9.37,46.14,0,0.735751295,710,0.264248705,255,0.041,1205460,38,96,Punjab,72.2,84.675,5496,76.7960445,965,2014
0.5763,0.896551724,0.4238,0.052473763,0.050974513,0.9895,0,0.0105,0,1772,27,98.32179676,87.935,598,Lahore,99.77908689,19,73.55,0.0262,98.10088365,62.98,92.375,9.37,58.235,0,0.537903226,667,0.462096774,573,0.041,6318745,35,34,Punjab,80.63,94.495,5496,88.34167894,1240,2014
0.7168,0.706666667,0.2832,0.063529412,0.229803922,0.9682,0,0.0318,0,6291,27,89.99029126,82.465,901,Layyah,98.77184466,19,64.175,0.0262,76.16343042,58.07,78.32,9.37,53.61,0,0.765306122,1275,0.234693878,391,0.041,1120951,81,293,Punjab,66.695,86.905,5496,87.12944984,1666,2014
0.7193,0.855421687,0.2807,0.018932874,0.125645439,0.9952,0,0.0048,0,2778,27,98.34297521,86.965,497,Lodhran,98.67768595,19,61.88,0.0262,85.44214876,49.36,78.07,9.37,61.805,0,0.700844391,581,0.299155609,248,0.041,1171800,11,73,Punjab,58.28,92.495,5496,93.04545455,829,2014
0.6178,0.855421687,0.3822,0.018932874,0.125645439,0.9952,0,0.0048,0,2673,27,95.87681159,88.32,497,Mandi Bahauddin,98.99275362,19,77.785,0.0262,92.91304348,68.155,88.22,9.37,83.99,0,0.663540445,566,0.336459555,287,0.041,1160552,11,73,Punjab,70.77,91.28,5496,80.2826087,853,2014
0.6107,0.798586572,0.3893,0.064487633,0.136925795,0.9175,0,0.0825,0,5840,27,91.16961131,81.44,904,Mianwali,95.56890459,19,65.605,0.0262,83.39575972,53.42,88.93,9.37,50.81,0,0.791055206,1132,0.208944794,299,0.041,1056620,73,155,Punjab,69.255,85.485,5496,75.84628975,1431,2014
0.7285,0.872047244,0.2715,0.029527559,0.098425197,0.976,0,0.024,0,3720,27,94.61801242,86.575,886,Multan,98.65424431,19,75.585,0.0262,85.80124224,86.1,77.15,9.37,77.925,0,0.718021201,1016,0.281978799,399,0.041,3116851,30,100,Punjab,61.175,90.2,5496,85.35610766,1415,2014
0.5948,0.746511628,0.4053,0.054069767,0.199418605,0.9621,0,0.0379,0,8249,27,87.12616566,83.16,1284,Muzaffargarh,97.9366429,19,69.925,0.0262,80.06472847,56.775,90.525,9.37,71.44,0,0.825732117,1720,0.174267883,363,0.041,2635903,93,343,Punjab,60.97,85.97,5496,81.56061437,2083,2014
0.8596,0.843444227,0.1405,0.023483366,0.133072407,0.9447,0,0.0553,0,2960,27,92.21649485,75.155,431,Nankana Sahib,98.72680412,19,58.655,0.0262,80.4742268,50.255,64.045,9.37,83.215,0,0.688679245,511,0.311320755,231,0.041,1410000,12,68,Punjab,37.11,86.475,5496,85.81958763,742,2014
0.6077,0.815544041,0.3923,0.066321244,0.118134715,0.9237,0,0.0763,0,2337,27,92.15962925,82.305,787,Narowal,97.94026777,19,70.115,0.0262,81.22811535,64.27,89.23,9.37,56.34,0,0.751557632,965,0.248442368,319,0.041,1265097,64,114,Punjab,70.615,87.14,5496,82.06024717,1284,2014
0.5603,0.73,0.4398,0.031818182,0.238181818,0.9312,0,0.0688,0,3004,27,90.00225836,84.07,803,Okara,98.41915086,19,77.01,0.0262,86.93721771,84.7,93.975,9.37,62.04,0,0.701083493,1100,0.298916507,469,0.041,2232992,35,262,Punjab,67.33,88.655,5496,83.84688347,1569,2014
0.6941,0.825825826,0.3059,0.010510511,0.163663664,0.9704,0,0.0296,0,2724,27,96.43593315,85.655,550,Pakpattan,96.37883008,19,63.845,0.0262,90.22562674,51.27,80.59,9.37,75.54,0,0.730263158,666,0.269736842,246,0.041,1286680,7,109,Punjab,47.98,91.61,5496,89.35236769,912,2014
0.6261,0.676771504,0.3739,0.064797272,0.258431224,0.9186,0,0.0814,0,11880,27,90.63822526,77.235,1786,Rahim Yar Khan,97.69871066,19,67.065,0.0262,77.64087979,43.285,87.39,9.37,75.955,0,0.814003701,2639,0.185996299,603,0.041,3141053,171,682,Punjab,61.64,84.74,5496,80.50891164,3242,2014
0.6771,0.573869347,0.323,0.148743719,0.277386935,0.904,0,0.096,0,12319,27,86.32793522,75.95,571,Rajanpur,95.10323887,19,60.965,0.0262,42.40080972,45.04,82.295,9.37,69.45,0,0.860726644,995,0.139273356,161,0.041,1103618,148,276,Punjab,47.075,75.965,5496,80.04453441,1156,2014
0.5379,0.941035857,0.4621,0.014342629,0.044621514,0.872,0,0.128,0,5286,27,85.45526696,84.385,1181,Rawalpindi,96.21717172,19,81.425,0.0262,81.9978355,64.28,96.21,9.37,76.84,0,0.635121457,1255,0.364878543,721,0.041,3363911,18,56,Punjab,88.355,84.565,5496,74.77200577,1976,2014
0.5837,0.888268156,0.4164,0.018156425,0.093575419,0.9027,0,0.0973,0,3201,27,90.10808926,90.73,636,Sahiwal,99.16317992,19,68.71,0.0262,95.17642957,55.52,91.635,9.37,60.68,0,0.59517872,716,0.40482128,487,0.041,1843194,13,67,Punjab,67.01,90.815,5496,78.90306834,1203,2014
0.5406,0.843562874,0.4594,0.046407186,0.11002994,0.9286,0,0.0714,0,5854,27,91.47752809,78.15,1127,Sargodha,98.91151685,19,75.42,0.0262,90.31039326,63.405,95.94,9.37,70.105,0,0.658128079,1336,0.341871921,694,0.041,2665979,62,147,Punjab,72.215,87.86,5496,80.45365169,2030,2014
0.5452,0.768796992,0.4549,0.073308271,0.157894737,0.9414,0,0.0586,0,15960,27,94.31680441,84.395,818,Sheikhupura,98.11753903,19,76.28,0.0262,74.30808081,66.365,95.485,9.37,55.87,0,0.741980474,1064,0.258019526,370,0.041,2321029,78,168,Punjab,87.41,86.545,5496,81.59320478,1434,2014
0.7099,0.813387424,0.2901,0.07775524,0.108857336,0.97,0,0.03,0,3016,27,94.273794,83.210625,1203,Sialkot,97.81616688,19,83.755,0.0262,89.03650587,99,79.01,9.37,68.31,0,0.738392411,1479,0.261607589,524,0.041,1688823,115,161,Punjab,88.7,89.285,5496,82.07170795,2003,2014
0.7436,0.934722222,0.2565,0.022222222,0.043055556,0.9221,0,0.0779,0,3252,27,56.02777778,76.37331839,673,Toba Tek Singh,54.44444444,19,55.225,0.0262,45.69444444,53.145,75.645,9.37,64.94,0,0.596520298,720,0.403479702,487,0.041,1621593,16,31,Punjab,59.645,56.65,5496,50.70833333,1207,2014
0.6919,0.843570058,0.3081,0.025911708,0.130518234,0.9867,0,0.0133,0,4364,27,71.40552995,46.1293761,879,Vehari,87.03917051,19,52.045,0.0262,48.66129032,73.88,80.81,9.37,65.96,0,0.692358804,1042,0.307641196,463,0.041,2090416,27,136,Punjab,57.45,63.71,5496,65.32488479,1505,2014
0.7302,0.051148225,0.2698,0.279749478,0.669102296,0.1032,0.2018,0.1714,0.2418,6726,27,59.24510814,10.64967485,147,Badin,37.47030553,19,52.5,0.0262,33.56728459,37.155,76.98,9.37,48.45,0.2818,0.941677588,2874,0.058322412,178,0.041,1136044,804,1923,Sindh,47.415,40.92,5496,63.66529351,3052,2014
0.6039,0.500508647,0.3961,0.120549339,0.378942014,0.2508,0.1572,0.1962,0.1853,19070,27,74.24656139,19.21918443,984,Dadu,50.94116149,19,64.13,0.0262,60.00993378,54.34,89.61,9.37,52.39,0.2105,0.933966746,1966,0.066033254,139,0.041,1688811,237,745,Sindh,60.175,52.985,5496,60.52878248,2105,2014
0.6467,0.34609076,0.3534,0.126845271,0.527063969,0.149,0.2286,0.302,0.152,6083,27,62.25080906,23.39934426,633,Ghotki,73.91208199,19,71.855,0.0262,51.86569579,77.025,85.335,9.37,56.63,0.1684,0.933163265,1829,0.066836735,131,0.041,970549,232,964,Sindh,68.44,54.34,5496,60.27993528,1960,2014
0.5607,0.447187929,0.4393,0.24691358,0.305898491,0.4744,0.1126,0.2446,0.124,5519,27,85.68918919,51.67885027,326,Hyderabad,74.63577864,19,75.865,0.0262,78.64028314,72.24,93.93,9.37,66.61,0.0444,0.829351536,729,0.170648464,150,0.041,1565000,180,223,Sindh,70.695,75.005,5496,84.38738739,879,2014
0.6636,0.320541761,0.3364,0.25131678,0.42814146,0.1215,0.1958,0.1993,0.184,5278,27,58.89992695,15.66561238,426,Jacobabad,35.22753835,19,59.47,0.0262,45.95544193,41.78,83.64,9.37,60.24,0.2993,0.922916667,1329,0.077083333,111,0.041,1425572,334,569,Sindh,52.21,41.28,5496,50.66070124,1440,2014
0.7754,0.298737728,0.2246,0.312762973,0.388499299,0.244,0.1626,0.2173,0.2592,0,27,83.21164021,14.13214456,213,Jamshoro,53.04232804,19,52.435,0.0262,72.96825397,37.995,72.46,9.37,58.84,0.1169,0.905972046,713,0.094027954,74,0.041,0,223,277,Sindh,40.445,58.725,5496,70.25661376,787,2014
0.6204,0.459102902,0.3797,0.166886544,0.374010554,0.1606,0.2287,0.1925,0.1717,0,27,69.36842105,18.82751733,696,Kambar-Shahdadkot,48.04605263,19,62.83,0.0262,62.60526316,51.7,87.965,9.37,52.365,0.2465,0.92949111,1516,0.07050889,115,0.041,0,253,567,Sindh,59.29,52.2,5496,62.17105263,1631,2014
0.6471,0.700232019,0.3529,0.106728538,0.193039443,0.5011,0.0904,0.2183,0.1508,3527,27,93.5258655,42.66362359,1509,Karachi,67.09132511,19,69.945,0.0262,76.21687226,66.1,85.29,9.37,66.65,0.0394,0.695834679,2155,0.304165321,942,0.041,13215631,230,416,Sindh,61.735,71.455,5496,77.77656188,3097,2014
0.7526,0.411342426,0.2474,0.135678392,0.452979182,0.0716,0.2221,0.1645,0.1344,2592,27,51.01724138,14.98830561,573,Kashmore-Kandhkot,47.99568966,19,62.47,0.0262,29.65086207,39.105,74.74,9.37,66.325,0.4074,0.931772575,1393,0.068227425,102,0.041,662462,189,631,Sindh,69.71,35.75,5496,35.10201149,1495,2014
0.6275,0.114303959,0.3726,0.355363985,0.530332056,0.3549,0.1344,0.2471,0.152,15910,27,69.4771356,27.08827014,358,Khairpur,83.4485551,19,66.76,0.0262,69.91362337,46.685,87.255,9.37,67.255,0.1116,0.905202312,3132,0.094797688,328,0.041,1546587,1113,1661,Sindh,65.84,65.54,5496,77.78040648,3460,2014
0.6355,0.617248062,0.3646,0.088178295,0.294573643,0.4486,0.0865,0.345,0.0548,7423,27,88.94312796,26.12623271,637,Larkana,84.33649289,19,67.71,0.0262,76.88151659,54.305,86.455,9.37,57.3,0.0651,0.883561644,1032,0.116438356,136,0.041,1927066,91,304,Sindh,72.775,72,5496,83.72037915,1168,2014
0.6817,0.005834306,0.3183,0.25633232,0.403733956,0.4546,0.081,0.2019,0.1641,1417,27,82.27149075,26.47636126,5,Matiari,73.43688792,19,71.67,0.0262,79.62622416,78.74,81.83,9.37,62.625,0.0983,0.925485961,857,0.074514039,69,0.041,515331,506,346,Sindh,63.475,68.54,5496,80.89825898,926,2014
0.6192,0.332320162,0.3808,0.301050175,0.53698075,0.132,0.1671,0.1477,0.2082,2925,27,55.67586553,17.63103512,656,Mirpurkhas,42.14952333,19,61.205,0.0262,47.50250878,43.095,88.08,9.37,56.94,0.3449,0.911357341,1974,0.088642659,192,0.041,1569030,258,1060,Sindh,56.69,43.95,5496,56.77972905,2166,2014
0.691,0.444286392,0.309,0.141299194,0.414414414,0.3649,0.1638,0.2316,0.1342,2945,27,70.34832492,19.52150215,937,Naushehro Feroze,83.08719596,19,65.775,0.0262,71.46787517,56.69,80.9,9.37,60.31,0.1055,0.904373928,2109,0.095626072,223,0.041,1087571,298,874,Sindh,65.2,61.815,5496,64.63698945,2332,2014
0.7298,0.333900613,0.2703,0.257903494,0.455071477,0.1693,0.1572,0.2148,0.1777,10720,27,72.35,13.63624919,981,Sanghar,51.11666667,19,54.365,0.0262,48.86666667,43.315,77.025,9.37,50.305,0.281,0.940460948,2938,0.059539052,186,0.041,1453028,620,1337,Sindh,46.815,48.14,5496,54.73333333,3124,2014
0.6196,0.308236273,0.3805,0.210347175,0.43469218,0.4056,0.1348,0.1877,0.1554,4502,27,72.66194905,30.06120559,741,Shaheed Benazirabad,71.4963607,19,52.24,0.0262,71.5406389,37.78,88.045,9.37,54.81,0.1165,0.915460777,2404,0.084539223,222,0.041,1071533,618,1045,Sindh,28.33,63.215,5496,70.30570158,2626,2014
0.6327,0.628303495,0.3673,0.144927536,0.226768968,0.2808,0.1615,0.2446,0.1623,0,27,79.08436214,22.8495004,737,Shikarpur,64.0308642,19,72.625,0.0262,53.55144033,76.9,86.73,9.37,59.935,0.1508,0.902307692,1173,0.097692308,127,0.041,0,170,266,Sindh,66.93,57.18,5496,66.40123457,1300,2014
0.708,0.273636364,0.2921,0.258181818,0.468181818,0.3605,0.1303,0.2574,0.1631,2512,27,79.80380868,59.90802521,301,Sukkur,82.3153233,19,59.205,0.0262,74.9193977,47.885,79.205,9.37,53.525,0.0887,0.879296563,1100,0.120703437,151,0.041,890438,284,515,Sindh,56.205,76.45,5496,85.30248007,1251,2014
0.7342,0.214285714,0.2658,0.215633423,0.570080863,0.3177,0.1264,0.2371,0.2058,5165,27,80.3,20.24232284,159,Tando Allah Yar,57.6,19,62.3,0.0262,60.83333333,48.95,76.58,9.37,60.19,0.1131,0.89290012,742,0.10709988,89,0.041,908373,160,423,Sindh,63.475,57.67,5496,69.36666667,831,2014
0.5978,0,0.4022,0.44,0.743157895,0.1416,0.2281,0.2517,0.1908,2310,27,70.21587462,49.61551971,0,Tando Muhammad Khan,56.68301315,19,49.38,0.0262,56.21789687,32.115,90.22,9.37,61.375,0.1878,0.934119961,950,0.065880039,67,0.041,550000,418,706,Sindh,13.795,59.805,5496,66.29524773,1017,2014
0.7447,0.024200054,0.2553,0.417585372,0.558214574,0.021,0.1512,0.101,0.1979,19638,27,59.54569467,21.40876388,90,Tharparkar,30.19730586,19,55.205,0.0262,26.33359746,47,75.53,9.37,52.515,0.5289,0.927894212,3719,0.072105788,289,0.041,955812,1553,2076,Sindh,45.77,36.665,5496,45.84389857,4008,2014
0.5987,0.018284107,0.4014,0.514767932,0.466947961,0.0271,0.2257,0.0482,0.2548,19638,27,66.05737705,55.31814422,26,Thatta,57.90163934,19,57.22,0.0262,54.6147541,38.86,90.135,9.37,50.51,0.4442,0.938613861,1422,0.061386139,93,0.041,914291,732,664,Sindh,49.355,59.545,5496,63.83606557,1515,2014
0.7968,0.089423077,0.2032,0.328365385,0.582211538,0.1056,0.2264,0.1352,0.252,17355,27,59.5231911,58.85750694,186,Umerkot,40.60575139,19,51.605,0.0262,43.46103896,43.61,70.32,9.37,50.965,0.2808,0.9344115,2080,0.0655885,146,0.041,1113194,683,1211,Sindh,41.52,55.745,5496,76.29035251,2226,2014
0.5502,0.936599424,0.4498,0.034582133,0.028818444,0.1706,0.162,0.2473,0.2495,768,23,29.48,36.99,325,Bagh,25.43,14,78.28,0.0268,4.34,79.11,94.98,9.065,58.08,0.1706,0.577371048,347,0.422628952,254,0.04,351415,12,10,AJK,80.95,28.44,1009,45.95,601,2015
0.5804,0.594202899,0.4196,0.359903382,0.04589372,0.1525,0.2021,0.1738,0.1543,1516,23,24.88,33.57,246,Bhimber,29.47,14,77.15,0.0268,19.08,78.86,91.96,9.065,57.64,0.3174,0.695798319,414,0.304201681,181,0.04,301633,149,19,AJK,80.12,25.51,1009,20.53,595,2015
0.6136,0.9390681,0.3864,0.021505376,0.039426523,0.0535,0.0455,0.1631,0.2005,1516,23,31.65,37.05,262,Hattian,23.38,14,76.68,0.0268,2.88,77.89,88.64,9.065,63.68,0.5374,0.736147757,279,0.263852243,100,0.04,301633,6,11,AJK,76.5,26.4,1009,37.05,379,2015
0.5934,0.827225131,0.4066,0.041884817,0.130890052,0.0157,0.2244,0.0709,0.122,600,23,5.82,26.46,158,Haveli,11.64,14,78.25,0.0268,1.59,76.5,90.66,9.065,71.94,0.5669,0.729007634,191,0.270992366,71,0.04,150000,8,25,AJK,73.9,11.22,1009,10.58,262,2015
0.5488,0.592348285,0.4512,0.346965699,0.060686016,0.0712,0.2306,0.0978,0.136,2162,23,9.62,23.32,449,Kotli,15.28,14,77.99,0.0268,10.14,78.29,95.12,9.065,59.86,0.4644,0.731660232,758,0.268339768,278,0.04,834094,263,46,AJK,78.68,14.73,1009,15.28,1036,2015
0.5403,0.582191781,0.4597,0.173515982,0.244292237,0.8542,0.0128,0.0972,0.023,2310,23,54.01,36.25,255,Mirpur,36.98,14,78.78,0.0268,39.42,79.27,95.97,9.065,59.76,0.0128,0.706451613,438,0.293548387,182,0.04,754482,76,107,AJK,80.12,39.95,1009,33.09,620,2015
0.5578,0.940717629,0.4422,0.026521061,0.03276131,0.099,0.1083,0.1886,0.2433,2496,23,34.79,42.28,603,Muzaffarabad,29.49,14,72.93,0.0268,9.52,74.88,94.22,9.065,46.03,0.3609,0.718609865,641,0.281390135,251,0.04,638973,17,21,AJK,76.6,31.83,1009,43.06,892,2015
0.6496,0.737327189,0.3504,0.184331797,0.078341014,0.0408,0.2531,0.1347,0.2122,2496,23,4.57,34.25,160,Neelum,26.03,14,75.23,0.0268,3.2,69.84,85.04,9.065,68.95,0.3592,0.777777778,217,0.222222222,62,0.04,638973,40,17,AJK,77.08,15.71,1009,10.5,279,2015
0.547,0.846975089,0.453,0.112099644,0.040925267,0.0452,0.2543,0.0709,0.1553,855,23,11.92,25.8,476,Poonch,11.74,14,73.97,0.0268,1.78,79.11,95.3,9.065,39.93,0.4743,0.679564692,562,0.320435308,265,0.04,411035,63,23,AJK,81.55,14.98,1009,23.67,827,2015
0.6493,0.707042254,0.3507,0.225352113,0.067605634,0.0188,0.2602,0.0784,0.1411,569,23,9.01,16.9,251,Sudhnutti,13.8,14,71.1,0.0268,1.97,74.63,85.07,9.065,43.07,0.5016,0.718623482,355,0.281376518,139,0.04,204091,80,24,AJK,81.62,10.37,1009,10.14,494,2015
0.724,0.239631336,0.276,0.188940092,0.571428571,0.3594,0.0046,0.5438,0.0922,12510,23,19.42,3.88,52,Awaran,0.97,14,53.89,0.0268,88.35,44.69,77.6,9.065,20.41,0,0.812734082,217,0.187265918,50,0.04,118173,41,124,Balochistan,72.86,23.79,1009,6.31,267,2015
0.9895,0,0.0105,0.394316163,0.811722913,0.0324,0.3157,0.1672,0.4846,3514,23,25.04,26.46,0,Barkhan,1.59,14,45.87,0.0268,21.16,70.35,51.05,9.065,17.07,0,0.924466338,563,0.075533662,46,0.04,103545,222,457,Balochistan,45.03,14.89,1009,0.18,609,2015
0.9965,0.342723005,0.0035,0.122065728,0.535211268,0.2295,0.0246,0.4385,0.3074,44748,23,34.8,25,73,Chaghi,12.25,14,45.16,0.0268,85.78,47.15,50.35,9.065,37.06,0,0.825581395,213,0.174418605,45,0.04,300000,26,114,Balochistan,46.08,38.63,1009,35.29,258,2015
1,0.612244898,0,0.227891156,0.159863946,0.2222,0.0382,0.5104,0.2292,10160,23,9.64,30.71,180,Dera Bugti,1.07,14,28.99,0.0268,68.57,14.65,41.93,9.065,11.5,0,0.825842697,294,0.174157303,62,0.04,181310,67,47,Balochistan,47.88,22.29,1009,1.43,356,2015
0.7983,0.244239631,0.2017,0.230414747,0.525345622,0.4458,0.0161,0.3173,0.2209,12637,23,43.69,11.17,53,Gwadar,20.39,14,62.58,0.0268,55.34,86.85,70.17,9.065,17.91,0,0.794871795,217,0.205128205,56,0.04,185498,50,114,Balochistan,75.38,33.3,1009,35.92,273,2015
