Boys Enrolled,Complete Primary Schools,Girls Enrolled,Primary Schools with single classroom,Primary Schools with single teacher,All Four Facilities,Any One Facility,Any Three Facilities,Any Two Facilities,Area (km²),Bomb Blasts Occurred,Boundary wall,Building condition satisfactory,Complete Primary Schools,City,Drinking water,Drone attacks in Pakistan,Education score,Educational Budget Spend of GDP,Electricity,Enrolment score,Gender parity score,Global Terrorism Index - Pakistan,Learning score,No Facility,Number of primary schools as % of total schools,Number of primary schools,Number of secondary schools as % of total schools,Number of secondary schools,Pakistan Economic Growth,Population,Primary Schools with single classroom,Primary Schools with single teacher,Province,Retention score,School infrastructure score,Terrorist Attacks Affectees,Toilet,Total number of schools,Year
0.7811,0.742301459,0.2189,0.084278768,0.173419773,0.5115,0.0537,0.2532,0.1381,1865,41,78.24620573,53.45699831,458,Buner,62.39460371,24,61.1974605,0.0259,43.17032041,72.5,71.889842,9.07,32,0.0435,0.789002558,617,0.210997442,165,0.037,506048,52,107,KP,68.4,63.17032041,5379,78.58347386,782,2013
0.7517,0.873126873,0.2483,0.026973027,0.0999001,0.6849,0.0155,0.2136,0.0794,996,41,95.9752322,53.45717234,874,Charsadda,95.25283798,24,64.74502088,0.0259,75.12899897,72.5,74.8300835,9.07,58.85,0.0065,0.817810458,1001,0.182189542,223,0.037,1022364,27,100,KP,52.8,82.78637771,5379,94.11764706,1224,2013
0.7198,0.426829268,0.2802,0.254573171,0.318597561,0.2808,0.0989,0.3065,0.2051,14850,41,57.74647887,37.2456964,280,Chitral,72.30046948,24,77.42255432,0.0259,35.36776213,92.5,78.01521728,9.07,55.575,0.1087,0.800976801,656,0.199023199,163,0.037,318689,167,209,KP,83.6,53.95931142,5379,67.13615024,819,2013
0.837,0.728375101,0.163,0.09135004,0.180274859,0.4389,0.0766,0.2413,0.1843,7326,41,71.91103789,42.25700165,901,Dera Ismail Khan,68.45140033,24,50.96842034,0.0259,52.22405272,52.5,66.29868136,9.07,38.275,0.0589,0.78340722,1237,0.21659278,342,0.037,852995,113,223,KP,46.8,61.99341021,5379,75.12355848,1579,2013
0.8753,0.655487805,0.1247,0.100609756,0.243902439,0.405,0.055,0.255,0.2375,1597,41,86.0841424,35.9223301,215,Hangu,69.90291262,24,55.47692896,0.0259,55.01618123,64.16666667,62.46604915,9.07,46.875,0.0475,0.82,328,0.18,72,0.037,614529,33,80,KP,48.4,66.40776699,5379,85.11326861,400,2013
0.5768,0.675954592,0.4232,0.145510836,0.178534572,0.4826,0.0664,0.1879,0.1474,1725,41,70.35175879,51.25628141,655,Haripur,61.80904523,24,77.56419227,0.0259,53.26633166,94.16666667,92.31510241,9.07,60.575,0.1158,0.784615385,969,0.215384615,266,0.037,692228,141,173,KP,63.2,61.66834171,5379,71.65829146,1235,2013
0.6137,0.871299871,0.3863,0.051480051,0.077220077,0.3025,0.1229,0.2878,0.2006,3372,41,77.04485488,38.65435356,677,Karak,45.11873351,24,69.95149337,0.0259,41.82058048,75,88.6309735,9.07,51.775,0.0861,0.814465409,777,0.185534591,177,0.037,430796,40,60,KP,64.4,53.87862797,5379,66.75461741,954,2013
0.8382,0.897590361,0.1618,0.018072289,0.084337349,0.6246,0.0131,0.261,0.1013,2545,41,99.37597504,48.36193448,596,Kohat,89.07956318,24,56.00013524,0.0259,70.98283931,71.66666667,66.18387429,9.07,30.15,0,0.788598575,664,0.211401425,178,0.037,562644,12,56,KP,56,81.09204368,5379,97.6599064,842,2013
0.8863,0.508975713,0.1137,0.204857445,0.286166843,0.0264,0.3007,0.1357,0.1583,7492,41,29.44015444,43.91891892,482,Kohistan,66.98841699,24,38.00057693,0.0259,10.03861004,35.83333333,61.3689744,9.07,26,0.3789,0.892554194,947,0.107445806,114,0.037,472570,194,271,KP,28.8,35.21235521,5379,25.67567568,1061,2013
0.9385,0.667377399,0.0615,0.078891258,0.253731343,0.4643,0.0677,0.2665,0.1435,3164,41,73.50705755,18.13246471,626,Lakki Marwat,63.19218241,24,49.61247259,0.0259,71.22692725,60,56.14989037,9.07,34.7,0.0579,0.83600713,938,0.16399287,184,0.037,490025,74,238,KP,47.6,60.08686211,5379,74.37567861,1122,2013
0.6733,0.704527403,0.3267,0.107227959,0.188244639,0.4158,0.0471,0.3196,0.1317,1582,41,73.33867094,41.63330665,887,Lower Dir,50.92073659,24,64.22824364,0.0259,61.88951161,79.16666667,82.67130791,9.07,29.475,0.0859,0.807051282,1259,0.192948718,301,0.037,717649,135,237,KP,65.6,60.7846277,5379,76.14091273,1560,2013
0.6065,0.852575488,0.3935,0.053285968,0.094138544,0.678,0.0355,0.1801,0.0695,952,41,83.51449275,45.28985507,480,Malakand,73.36956522,24,72.84851322,0.0259,80.43478261,84.16666667,89.3523862,9.07,47.875,0.0369,0.79858156,563,0.20141844,142,0.037,452291,30,53,KP,70,72.89855073,5379,81.88405797,705,2013
0.6239,0.414959016,0.3761,0.331454918,0.253586066,0.2548,0.1213,0.1904,0.2165,4579,41,42.4644984,67.56756757,810,Mansehra,42.64773248,24,68.22222656,0.0259,18.00274851,87.5,87.61390623,9.07,50.575,0.217,0.847222222,1952,0.152777778,352,0.037,1152839,647,495,KP,47.2,44.2693541,5379,50.66422355,2304,2013
0.6527,0.878766643,0.3473,0.040644709,0.080588648,0.7862,0.0061,0.1425,0.064,1632,41,98.26807229,38.25301205,1254,Mardan,88.02710843,24,71.28779135,0.0259,69.12650602,72.5,84.72616538,9.07,63.525,0.0011,0.79454343,1427,0.20545657,369,0.037,1460100,58,115,KP,64.4,76.95783133,5379,91.11445783,1796,2013
0.7167,0.866059818,0.2833,0.035110533,0.098829649,0.6133,0.0267,0.2328,0.1077,1748,41,95.88859416,50.79575597,666,Nowshera,77.5862069,24,65.04774533,0.0259,69.8938992,85.83333333,78.332648,9.07,39.225,0.0195,0.787909836,769,0.212090164,207,0.037,874373,27,76,KP,56.8,77.34748011,5379,92.5729443,976,2013
0.7925,0.881132075,0.2075,0.028301887,0.090566038,0.6071,0.0275,0.2359,0.1151,1257,41,95.84513692,70.06610009,934,Peshawar,82.34183192,24,61.55070267,0.0259,62.6062323,74.16666667,70.74864402,9.07,46.0875,0.0145,0.76534296,1060,0.23465704,325,0.037,2019118,30,96,KP,55.2,80.98205855,5379,94.0509915,1385,2013
0.9684,0.630182421,0.0316,0.109452736,0.260364842,0.1521,0.1397,0.2434,0.2725,1586,41,32.54113346,33.45521024,380,Shangla,17.18464351,24,48.27914164,0.0259,3.65630713,50.83333333,53.15823324,9.07,51.125,0.1923,0.834024896,603,0.165975104,120,0.037,434563,66,157,KP,38,24.93601463,5379,37.84277879,723,2013
0.6578,0.812080537,0.3422,0.064237776,0.123681687,0.7496,0.0175,0.1537,0.0693,1543,41,91.796875,50.9765625,847,Swabi,88.671875,24,67.59364396,0.0259,82.03125,80.83333333,84.21624251,9.07,52.925,0.0099,0.793759513,1043,0.206240487,271,0.037,1026804,67,129,KP,52.4,81.1328125,5379,92.1875,1314,2013
0.7015,0.643013899,0.2985,0.111923921,0.24506218,0.4382,0.0836,0.2016,0.1555,5337,41,51.31683959,40.30327215,879,Swat,47.00718276,24,71.59966855,0.0259,39.50518755,77.5,79.8486742,9.07,47.05,0.1211,0.837622549,1367,0.162377451,265,0.037,1257602,153,335,KP,82,48.20430966,5379,62.88906624,1632,2013
0.8055,0.805157593,0.1945,0.031518625,0.163323782,0.4406,0.0583,0.2867,0.2075,1679,41,89.36781609,24.13793103,281,Tank,67.81609195,24,50.27806909,0.0259,69.82758621,53.33333333,69.45394301,9.07,47.925,0.007,0.813519814,349,0.186480186,80,0.037,238216,11,57,KP,30.4,68.10344828,5379,89.36781609,429,2013
0.8055,0.616504854,0.1945,0.111650485,0.27184466,0.0127,0.2034,0.1229,0.2246,497,41,0,0,127,Tor Ghar,0,24,26.45416667,0.0259,0,43.58333333,0,9.07,62.23333333,0.4364,0.872881356,206,0.127118644,30,0.037,185000,23,56,KP,0,0,5379,0,236,2013
0.73,0.690210657,0.27,0.118959108,0.190830235,0.1802,0.1167,0.2688,0.3,3699,41,64.24010217,26.18135377,557,Upper Dir,42.9118774,24,72.81369078,0.0259,22.98850575,83.33333333,76.99642978,9.07,43.725,0.1344,0.840625,807,0.159375,153,0.037,575858,96,154,KP,87.2,46.46232439,5379,75.98978289,960,2013
0.7106,0.835680751,0.2894,0.042253521,0.122065728,0.9596,0,0.0404,0,6858,41,89.7382199,64.81675393,712,Attock,83.2460733,24,74.7273227,0.0259,70.68062827,99.16666667,78.94262412,9.07,57.2,0,0.662004662,852,0.337995338,435,0.037,1274935,36,104,Punjab,63.6,78.72251309,5379,85.13089005,1287,2013
0.665,0.713119216,0.335,0.097441481,0.189439303,0.8843,0,0.1157,0,8878,41,70.10947168,60.73298429,1310,Bahawalnagar,78.0104712,24,67.57910715,0.0259,42.12279867,74.16666667,83.49976193,9.07,64.65,0,0.76446109,1837,0.23553891,566,0.037,2061447,179,348,Punjab,48,64.11232746,5379,69.58591147,2403,2013
0.7381,0.752610966,0.2619,0.066579634,0.180809399,0.926,0,0.074,0,24830,41,76.97290931,75.97173145,1153,Bahawalpur,92.34393404,24,57.49402849,0.0259,50.23557126,60.83333333,76.19278063,9.07,59.75,0,0.776482514,1532,0.223517486,441,0.037,2433091,102,277,Punjab,33.2,76.54888104,5379,87.22025913,1973,2013
0.7912,0.836714976,0.2088,0.024154589,0.139130435,0.8996,0,0.1004,0,8153,41,79.09018356,47.80526736,866,Bhakkar,95.21149242,24,58.56468763,0.0259,55.38707103,70.83333333,70.8754172,9.07,56.15,0,0.769516729,1035,0.230483271,310,0.037,1051456,25,144,Punjab,36.4,71.18914605,5379,78.45171588,1345,2013
0.577,0.900133156,0.423,0.015978695,0.083888149,0.9661,0,0.0339,0,6524,41,90.22801303,71.44408252,676,Chakwal,87.07926167,24,82.27539533,0.0259,74.70141151,97.5,92.30158133,9.07,66.9,0,0.621688742,751,0.378311258,457,0.037,1083725,12,63,Punjab,72.4,82.77958741,5379,90.4451683,1208,2013
0.7999,0.822097378,0.2001,0.052434457,0.125468165,0.961,0,0.039,0,0,41,76.45502646,48.28042328,439,Chiniot,87.03703704,24,62.34209421,0.0259,38.75661376,68.33333333,70.01004352,9.07,57.825,0,0.770562771,534,0.229437229,159,0.037,965124,28,67,Punjab,53.2,63.57142857,5379,67.32804233,693,2013
0.8862,0.592567103,0.1138,0.206469374,0.200963524,0.7637,0,0.2363,0,11922,41,48.76223374,43.58088659,861,Dera Ghazi Khan,53.77086932,24,55.31269986,0.0259,14.62291307,66.66666667,61.38413277,9.07,60,0,0.815375982,1453,0.184624018,329,0.037,2643118,300,292,Punjab,33.2,41.83074266,5379,48.41681059,1782,2013
0.5331,0.868008949,0.4669,0.041759881,0.090231171,0.9609,0,0.0391,0,5856,41,81.71978352,56.04329525,1164,Faisalabad,84.96692724,24,72.35063255,0.0259,78.05171377,83.33333333,96.69419686,9.07,64.975,0,0.576526225,1341,0.423473775,985,0.037,5429547,56,121,Punjab,44.4,77.51052315,5379,86.77089597,2326,2013
0.6334,0.838209983,0.3666,0.048192771,0.113597246,0.959,0,0.041,0,3622,41,84.52380952,43.84920635,974,Gujranwala,91.07142857,24,73.91366943,0.0259,60.84656085,89.16666667,86.66301105,9.07,56.625,0,0.679929783,1162,0.320070217,547,0.037,3400940,56,132,Punjab,63.2,71.94444444,5379,79.43121693,1709,2013
0.6886,0.878172589,0.3114,0.023350254,0.098477157,0.9765,0,0.0235,0,3192,41,94.21052632,76.09022556,865,Gujrat,95.86466165,24,77.15961752,0.0259,84.66165414,92.5,81.13847008,9.07,66.2,0,0.662407532,985,0.337592468,502,0.037,2048008,23,97,Punjab,68.8,88.03007519,5379,89.32330827,1487,2013
0.7041,0.693014706,0.2959,0.018382353,0.288602941,0.974,0,0.026,0,2367,41,85.88235294,58.5620915,377,Hafizabad,90.32679739,24,66.70996106,0.0259,61.04575163,87.5,79.58984423,9.07,51.35,0,0.744186047,544,0.255813953,187,0.037,832980,10,157,Punjab,48.4,75.63398693,5379,82.35294118,731,2013
0.675,0.846805235,0.325,0.077752117,0.075442648,0.8526,0,0.1474,0,8809,41,74.74505099,43.37132574,1100,Jhang,92.86142771,24,64.7057683,0.0259,41.69166167,75,82.4980732,9.07,58.125,0,0.78489426,1299,0.21510574,356,0.037,2834546,101,98,Punjab,43.2,66.05878824,5379,77.62447511,1655,2013
0.5809,0.853747715,0.4191,0.02559415,0.120658135,0.9761,0,0.0239,0,3587,41,86.38814016,51.61725067,467,Jhelum,76.41509434,24,80.63259652,0.0259,74.79784367,100,91.90538608,9.07,53.025,0,0.653524492,547,0.346475508,290,0.037,936957,14,66,Punjab,77.6,74.23180593,5379,81.94070081,837,2013
0.6621,0.850183824,0.3379,0.033088235,0.116727941,0.9561,0,0.0439,0,4796,41,90.43824701,68.12749004,925,Kasur,92.74900398,24,68.9485938,0.0259,60.39840638,85,83.79437519,9.07,59.4,0,0.723885562,1088,0.276114438,415,0.037,1466000,36,127,Punjab,47.6,80.6374502,5379,91.47410359,1503,2013
0.6628,0.882113821,0.3372,0.029810298,0.088075881,0.9862,0,0.0138,0,4349,41,83.71886121,52.58007117,651,Khanewal,95.10676157,24,67.55415638,0.0259,73.22064057,84.16666667,83.72495885,9.07,60.725,0,0.566820276,738,0.433179724,564,0.037,2068490,22,65,Punjab,41.6,77.79359431,5379,84.34163701,1302,2013
0.6937,0.811267606,0.3063,0.053521127,0.135211268,0.8881,0,0.1119,0,6511,41,76.66263603,49.81862152,576,Khushab,75.09068924,24,69.11166797,0.0259,63.24062878,86.66666667,80.6300052,9.07,57.95,0,0.735751295,710,0.264248705,255,0.037,1205460,38,96,Punjab,51.2,68.41596131,5379,77.26723096,965,2013
0.6149,0.896551724,0.3851,0.052473763,0.050974513,0.9895,0,0.0105,0,1772,41,91.61028417,65.35859269,598,Lahore,91.88092016,24,79.64897896,0.0259,80.92016238,90,88.50841586,9.07,70.0875,0,0.537903226,667,0.462096774,573,0.037,6318745,35,34,Punjab,70,84.60081191,5379,93.23410014,1240,2013
0.7765,0.706666667,0.2235,0.063529412,0.229803922,0.9682,0,0.0318,0,6291,41,81.171875,54.609375,901,Layyah,98.359375,24,66.69246005,0.0259,49.6875,84.16666667,72.35317354,9.07,69.05,0,0.765306122,1275,0.234693878,391,0.037,1120951,81,293,Punjab,41.2,74.09375,5379,86.640625,1666,2013
0.6849,0.855421687,0.3151,0.018932874,0.125645439,0.9952,0,0.0048,0,2778,41,96.96969697,74.09090909,497,Lodhran,96.51515152,24,60.70671014,0.0259,67.87878788,69.16666667,81.5101739,9.07,57.75,0,0.700844391,581,0.299155609,248,0.037,1171800,11,73,Punjab,34.4,86.81818182,5379,98.63636364,829,2013
0.5751,0.855421687,0.4249,0.018932874,0.125645439,0.9952,0,0.0048,0,2673,41,91.35135135,66.35135135,497,Mandi Bahauddin,98.10810811,24,75.71867446,0.0259,85,90.83333333,92.4913645,9.07,63.95,0,0.663540445,566,0.336459555,287,0.037,1160552,11,73,Punjab,55.6,85.72972973,5379,87.83783784,853,2013
0.8153,0.798586572,0.1847,0.064487633,0.136925795,0.9175,0,0.0825,0,5840,41,85.05654281,50.88852989,904,Mianwali,78.59450727,24,68.18095362,0.0259,63.97415186,90,68.4738145,9.07,65.45,0,0.791055206,1132,0.208944794,299,0.037,1056620,73,155,Punjab,48.8,72.61712439,5379,84.57189015,1431,2013
0.585,0.872047244,0.415,0.029527559,0.098425197,0.976,0,0.024,0,3720,41,85.30769231,53.53846154,886,Multan,92.07692308,24,66.00211157,0.0259,59.30769231,78.33333333,91.50011294,9.07,60.975,0,0.718021201,1016,0.281978799,399,0.037,3116851,30,100,Punjab,33.2,75.92307692,5379,89.38461539,1415,2013
0.8085,0.746511628,0.1915,0.054069767,0.199418605,0.9621,0,0.0379,0,8249,41,68.34118263,44.32234432,1284,Muzaffargarh,90.58084772,24,55.11998665,0.0259,23.54788069,63.33333333,69.14661326,9.07,55.2,0,0.825732117,1720,0.174267883,363,0.037,2635903,93,343,Punjab,32.8,61.07796965,5379,78.59759288,2083,2013
0.6711,0.843444227,0.3289,0.023483366,0.133072407,0.9447,0,0.0553,0,2960,41,80.30139935,39.61248655,431,Nankana Sahib,88.91280947,24,73.44750316,0.0259,41.8729817,85,82.89001264,9.07,66.7,0,0.688679245,511,0.311320755,231,0.037,1410000,12,68,Punjab,59.2,66.15715824,5379,80.0861141,742,2013
0.6441,0.815544041,0.3559,0.066321244,0.118134715,0.9237,0,0.0763,0,2337,41,84.83448807,58.35257891,787,Narowal,94.45727483,24,79.75287065,0.0259,61.73979985,96.66666667,85.59481594,9.07,68.75,0,0.751557632,965,0.248442368,319,0.037,1265097,64,114,Punjab,68,75.85835258,5379,79.90762125,1284,2013
0.6825,0.73,0.3175,0.031818182,0.238181818,0.9312,0,0.0688,0,3004,41,81.21069182,61.32075472,803,Okara,90.25157233,24,70.49878909,0.0259,57.54716981,89.16666667,81.75348969,9.07,69.475,0,0.701083493,1100,0.298916507,469,0.037,2232992,35,262,Punjab,41.6,75.56603774,5379,87.5,1569,2013
0.8034,0.825825826,0.1966,0.010510511,0.163663664,0.9704,0,0.0296,0,2724,41,90.58823529,57.77777778,550,Pakpattan,90.8496732,24,63.3403434,0.0259,77.64705882,80,69.66137359,9.07,63.7,0,0.730263158,666,0.269736842,246,0.037,1286680,7,109,Punjab,40,80.81045752,5379,87.18954248,912,2013
0.7053,0.676771504,0.2947,0.064797272,0.258431224,0.9186,0,0.0814,0,11880,41,74.01912298,52.78602044,1786,Rahim Yar Khan,79.22848665,24,57.80291631,0.0259,42.3013518,59.16666667,79.46999855,9.07,58.175,0,0.814003701,2639,0.185996299,603,0.037,3141053,171,682,Punjab,34.4,65.3214639,5379,78.27233762,3242,2013
1,0.573869347,0,0.148743719,0.277386935,0.904,0,0.096,0,12319,41,74.25203989,48.95738894,571,Rajanpur,74.07071623,24,43.43552587,0.0259,13.8712602,62.5,38.5421035,9.07,54.7,0,0.860726644,995,0.139273356,161,0.037,1103618,148,276,Punjab,18,57.33454216,5379,75.52130553,1156,2013
0.6617,0.941035857,0.3383,0.014342629,0.044621514,0.872,0,0.128,0,5286,41,79.3911007,54.62529274,1181,Rawalpindi,68.44262295,24,80.8857355,0.0259,53.98126464,98.33333333,83.83460866,9.07,62.975,0,0.635121457,1255,0.364878543,721,0.037,3363911,18,56,Punjab,78.4,67.17798595,5379,79.44964871,1976,2013
0.6085,0.888268156,0.3915,0.018156425,0.093575419,0.9027,0,0.0973,0,3201,41,84.04669261,64.98054475,636,Sahiwal,97.66536965,24,67.73372545,0.0259,85.73281453,85.83333333,89.15156846,9.07,48.75,0,0.59517872,716,0.40482128,487,0.037,1843194,13,67,Punjab,47.2,82.77561608,5379,81.45265889,1203,2013
0.5924,0.843562874,0.4076,0.046407186,0.11002994,0.9286,0,0.0714,0,5854,41,79.70353478,43.67160775,1127,Sargodha,95.89509692,24,67.09829828,0.0259,62.25769669,85.83333333,90.7598598,9.07,50.6,0,0.658128079,1336,0.341871921,694,0.037,2665979,62,147,Punjab,41.2,72.02964652,5379,78.62029647,2030,2013
0.5924,0.768796992,0.4076,0.073308271,0.157894737,0.9414,0,0.0586,0,15960,41,82.90676417,60.32906764,818,Sheikhupura,90.40219378,24,73.9366961,0.0259,51.2797075,86.66666667,90.75511774,9.07,64.325,0,0.741980474,1064,0.258019526,370,0.037,2321029,78,168,Punjab,54,73.58318099,5379,82.99817185,1434,2013
0.6142,0.813387424,0.3858,0.07775524,0.108857336,0.97,0,0.03,0,3016,41,82.06577595,55.75539568,1203,Sialkot,89.4655704,24,81.99923467,0.0259,74.6659815,96.66666667,88.580272,9.07,60.35,0,0.738392411,1479,0.261607589,524,0.037,1688823,115,161,Punjab,82.4,75.69373073,5379,76.51593011,2003,2013
0.5836,0.934722222,0.4164,0.022222222,0.043055556,0.9221,0,0.0779,0,3252,41,79.84749455,74.50980392,673,Toba Tek Singh,94.88017429,24,76.26119894,0.0259,85.07625272,93.33333333,91.63646244,9.07,68.475,0,0.596520298,720,0.403479702,487,0.037,1621593,16,31,Punjab,51.6,84.55337691,5379,88.45315904,1207,2013
0.6337,0.843570058,0.3663,0.025911708,0.130518234,0.9867,0,0.0133,0,4364,41,90.05998286,73.4361611,879,Vehari,97.51499572,24,64.07396373,0.0259,87.66066838,76.66666667,86.62918826,9.07,59.4,0,0.692358804,1042,0.307641196,463,0.037,2090416,27,136,Punjab,33.6,88.05484147,5379,91.60239931,1505,2013
0.8684,0.051148225,0.1316,0.279749478,0.669102296,0.1032,0.2018,0.1714,0.2418,6726,41,44.3545669,28.85069093,147,Badin,39.06302663,24,45.48902387,0.0259,5.257836198,52.5,63.15609549,9.07,39.5,0.2818,0.941677588,2874,0.058322412,178,0.037,1136044,804,1923,Sindh,26.8,34.06134142,5379,52.78058645,3052,2013
1,0.500508647,0,0.120549339,0.378942014,0.2508,0.1572,0.1962,0.1853,19070,41,53.39321357,15.81836327,984,Dadu,39.92015968,24,51.89453895,0.0259,12.7744511,70.83333333,46.94482245,9.07,44.6,0.2105,0.933966746,1966,0.066033254,139,0.037,1688811,237,745,Sindh,45.2,35.20958084,5379,54.14171657,2105,2013
1,0.34609076,0,0.126845271,0.527063969,0.149,0.2286,0.302,0.152,6083,41,54.18006431,22.07931404,633,Ghotki,58.78885316,24,48.28149311,0.0259,12.70096463,58.33333333,49.91763909,9.07,40.475,0.1684,0.933163265,1829,0.066836735,131,0.037,970549,232,964,Sindh,44.4,40.60021436,5379,55.25187567,1960,2013
0.6999,0.447187929,0.3001,0.24691358,0.305898491,0.4744,0.1126,0.2446,0.124,5519,41,80.53097345,42.1460177,326,Hyderabad,65.15486726,24,55.67608857,0.0259,51.10619469,63.33333333,80.00852093,9.07,39.3625,0.0444,0.829351536,729,0.170648464,150,0.037,1565000,180,223,Sindh,40,64.71238938,5379,84.62389381,879,2013
0.9243,0.320541761,0.0757,0.25131678,0.42814146,0.1215,0.1958,0.1993,0.184,5278,41,38.11813187,5.700549451,426,Jacobabad,27.74725275,24,46.42484091,0.0259,10.43956044,55.83333333,57.56603029,9.07,20.7,0.2993,0.922916667,1329,0.077083333,111,0.037,1425572,334,569,Sindh,51.6,23.81868132,5379,37.08791209,1440,2013
0.8594,0.298737728,0.1406,0.312762973,0.388499299,0.244,0.1626,0.2173,0.2592,0,41,81.58536585,11.70731707,213,Jamshoro,42.80487805,24,47.45957865,0.0259,30.97560976,57.5,64.06331458,9.07,30.675,0.1169,0.905972046,713,0.094027954,74,0.037,0,223,277,Sindh,37.6,47.85365854,5379,72.19512195,787,2013
0.9024,0.459102902,0.0976,0.166886544,0.374010554,0.1606,0.2287,0.1925,0.1717,0,41,62.15012723,13.16793893,696,Kambar-Shahdadkot,47.64631043,24,46.79326527,0.0259,26.78117048,55.83333333,59.76472774,9.07,37.575,0.2465,0.92949111,1516,0.07050889,115,0.037,0,253,567,Sindh,34,42.09923664,5379,60.75063613,1631,2013
0.6589,0.700232019,0.3411,0.106728538,0.193039443,0.5011,0.0904,0.2183,0.1508,3527,41,84.18972332,39.28853755,1509,Karachi,63.08300395,24,63.40273671,0.0259,63.00395257,82.5,84.11094682,9.07,48.6,0.0394,0.695834679,2155,0.304165321,942,0.037,13215631,230,416,Sindh,38.4,65.24901186,5379,76.6798419,3097,2013
0.9722,0.411342426,0.0278,0.135678392,0.452979182,0.0716,0.2221,0.1645,0.1344,2592,41,29.37456079,7.940969782,573,Kashmore-Kandhkot,45.95924104,24,48.26767017,0.0259,3.794799719,56.66666667,52.77901399,9.07,34.425,0.4074,0.931772575,1393,0.068227425,102,0.037,662462,189,631,Sindh,49.2,22.93745608,5379,27.61770907,1495,2013
0.9111,0.114303959,0.0889,0.355363985,0.530332056,0.3549,0.1344,0.2471,0.152,15910,41,53.05637982,31.48367953,358,Khairpur,71.63204748,24,55.11875751,0.0259,34.80712166,73.33333333,58.89169672,9.07,38.25,0.1116,0.905202312,3132,0.094797688,328,0.037,1546587,1113,1661,Sindh,50,51.21661721,5379,65.10385757,3460,2013
0.8632,0.617248062,0.1368,0.088178295,0.294573643,0.4486,0.0865,0.345,0.0548,7423,41,81.84791496,24.93867539,637,Larkana,76.53311529,24,53.59395915,0.0259,64.10466067,64.16666667,63.68416993,9.07,36.525,0.0651,0.883561644,1032,0.116438356,136,0.037,1927066,91,304,Sindh,50,65.78904334,5379,81.52085037,1168,2013
0.8843,0.005834306,0.1157,0.25633232,0.403733956,0.4546,0.081,0.2019,0.1641,1417,41,76.2407603,29.14466737,5,Matiari,67.37064414,24,44.2448495,0.0259,57.97254488,63.33333333,61.57106465,9.07,24.075,0.0983,0.925485961,857,0.074514039,69,0.037,515331,506,346,Sindh,28,62.40760296,5379,81.3093981,926,2013
0.8809,0.332320162,0.1191,0.301050175,0.53698075,0.132,0.1671,0.1477,0.2082,2925,41,42.23088164,23.62396493,656,Mirpurkhas,40.67218704,24,46.84018627,0.0259,16.22016561,67.5,61.91074508,9.07,35.95,0.3449,0.911357341,1974,0.088642659,192,0.037,1569030,258,1060,Sindh,22,34.0185095,5379,47.34534827,2166,2013
0.8952,0.444286392,0.1048,0.141299194,0.414414414,0.3649,0.1638,0.2316,0.1342,2945,41,53.06030603,23.08730873,937,Naushehro Feroze,70.56705671,24,53.8315647,0.0259,36.27362736,64.16666667,60.48459213,9.07,48.675,0.1055,0.904373928,2109,0.095626072,223,0.037,1087571,298,874,Sindh,42,48.86588659,5379,61.34113411,2332,2013
0.8994,0.333900613,0.1006,0.257903494,0.455071477,0.1693,0.1572,0.2148,0.1777,10720,41,50.77703774,24.83349191,981,Sanghar,43.51411354,24,49.34518112,0.0259,100,67.5,60.05572447,9.07,37.025,0.281,0.940460948,2938,0.059539052,186,0.037,1453028,620,1337,Sindh,32.8,54.29749445,5379,52.36282905,3124,2013
0.9373,0.308236273,0.0627,0.210347175,0.43469218,0.4056,0.1348,0.1877,0.1554,4502,41,53.80989788,32.28593873,741,Shaheed Benazirabad,57.22702278,24,51.43270386,0.0259,22.93794187,65.83333333,56.2724821,9.07,36.025,0.1165,0.915460777,2404,0.084539223,222,0.037,1071533,618,1045,Sindh,47.6,43.75490966,5379,52.51374705,2626,2013
0.9052,0.628303495,0.0948,0.144927536,0.226768968,0.2808,0.1615,0.2446,0.1623,0,41,63.69426752,13.61464968,737,Shikarpur,63.45541401,24,49.50286278,0.0259,26.19426752,60.83333333,59.47811777,9.07,37.7,0.1508,0.902307692,1173,0.097692308,127,0.037,0,170,266,Sindh,40,46.38535032,5379,64.96815287,1300,2013
0.9064,0.273636364,0.0936,0.258181818,0.468181818,0.3605,0.1303,0.2574,0.1631,2512,41,61.28769356,24.28687857,301,Sukkur,73.75713121,24,50.02037826,0.0259,46.21026895,67.5,59.35651304,9.07,41.625,0.0887,0.879296563,1100,0.120703437,151,0.037,890438,284,515,Sindh,31.6,56.1206194,5379,75.06112469,1251,2013
0.9613,0.214285714,0.0387,0.215633423,0.570080863,0.3177,0.1264,0.2371,0.2058,5165,41,72.99741602,33.20413437,159,Tando Allah Yar,56.84754522,24,40.42042395,0.0259,40.18087855,53.33333333,53.87336245,9.07,30.475,0.1131,0.89290012,742,0.10709988,89,0.037,908373,160,423,Sindh,24,55.50387597,5379,74.28940569,831,2013
0.9337,0,0.0663,0.44,0.743157895,0.1416,0.2281,0.2517,0.1908,2310,41,50.81135903,30.93306288,0,Tando Muhammad Khan,56.18661258,24,38.51,0.0259,10.7505071,45.83333333,56.63315287,9.07,31.175,0.1878,0.934119961,950,0.065880039,67,0.037,550000,418,706,Sindh,20.4,40.14198783,5379,52.02839757,1017,2013
